"road","chainage","lrp","lat","lon","type","name"
"Z5624","45.67","LRP046","25.9450274","89.71175","KmPost","Info Missing"
"Z5624","45.98","LRP046a","25.947083","89.7098056","Culvert","Pipe Culvert"
"Z5624","46.18","LRP046b","25.9481108","89.7083056","Culvert","Masonry Culvert"
"Z5624","46.46","LRP046c","25.9503611","89.7071111","Culvert","Box Culvert"
"Z5624","46.67","LRP047","25.95125","89.70525","KmPost","Km post missing"
"Z5624","46.675","LRP047a","25.9513333","89.7052778","Culvert","Box Culvert"
"Z5624","46.725","LRP047b","25.9516389","89.7050556","Culvert","Box Culvert"
"Z5624","47.335","LRP047c","25.9569722","89.7043333","Bridge","Start Of Bridge"
"Z5624","47.355","LRP047d","25.9571111","89.7042778","Bridge","End of Bridge"
"Z5624","47.67","LRP048","25.9596667","89.7031944","KmPost","Info missing"
"Z5624","48.581","LRP048a","25.9674716","89.7008889","Turnoff,Left","Turn of Left"
"Z5624","48.67","LRP049","25.9676938","89.7","KmPost","Km post missing"
"Z5624","49.617","LRPE","25.9659444","89.6913052","Others","End at Nageswari bus stand and intersection with Z 5622, Kurigram"
"Z5701","0","LRPS","25.9377774","88.8494997","Others","Start At Kalibari More From Z 5707  infront of Pubali bank, Nilphamari."
"Z5701","0.237","LRP001","25.9382219","88.8516944","KmPost","Inf Missing"
"Z5701","0.523","LRP001a","25.9381108","88.8544722","Bridge","Baily Bridge Start"
"Z5701","0.547","LRP001b","25.9382497","88.8546667","Bridge","Baily Bridge End"
"Z5701","0.77","LRP001c","25.9396386","88.8563333","Culvert","Culvert"
"Z5701","1.01","LRP002","25.9408886","88.8581389","KmPost","Jaldhaka 23 Km"
"Z5701","1.818","LRP002a","25.9456386","88.8641944","SideRoad,Right","Z 5709"
"Z5701","1.94","LRP002b","25.9462219","88.8651389","SideRoad,Left","Z 5709"
"Z5701","2.03","LRP003","25.9459441","88.8659722","KmPost","Jaldhaka 22 KM"
"Z5701","2.443","LRP003a","25.9451663","88.869916","Culvert","Box Culvert"
"Z5701","2.7","LRP003b","25.944833","88.8723882","Bridge","Start Of Bridge R C C"
"Z5701","2.732","LRP003c","25.9448886","88.8726938","Bridge","End Of Bridge R C C"
"Z5701","3.02","LRP004","25.9457219","88.8753604","KmPost","Jaldhaka 21 KM"
"Z5701","3.514","LRP004a","25.9474441","88.8798604","Culvert","Culvert"
"Z5701","4.02","LRP005","25.9488052","88.8846108","KmPost","Tangonmari 10 KM"
"Z5701","4.863","LRP005a","25.9506389","88.8928608","Culvert","Culvert"
"Z5701","5.015","LRP006","25.9505833","88.8942497","KmPost","Jaldhaka 19 KM"
"Z5701","5.725","LRP006a","25.9500278","88.9013056","Culvert","Pipe Culvert"
"Z5701","5.751","LRP006b","25.9500556","88.9015278","Culvert","Slab Culvert"
"Z5701","5.769","LRP006c","25.9500833","88.9016944","Culvert","Suice Gate"
"Z5701","5.794","LRP006d","25.9500833","88.9019167","Culvert","Suice Gate"
"Z5701","6","LRP006e","25.9503056","88.9038056","Culvert","Culvert"
"Z5701","6.02","LRP007","25.9504167","88.9040833","KmPost","Jaldhaka 18 KM"
"Z5701","6.673","LRP007a","25.9521944","88.91025","Culvert","Slab Culvert"
"Z5701","7.02","LRP008","25.9530278","88.9135278","KmPost","Jaldkhaka 17 KM"
"Z5701","7.196","LRP008a","25.95325","88.9152778","Culvert","Box Culvert"
"Z5701","7.472","LRP008b","25.9535556","88.9179438","Bridge","Baily Bridge Start"
"Z5701","7.492","LRP008c","25.9536111","88.918166","Bridge","Baily Bridge End"
"Z5701","7.629","LRP008d","25.9538889","88.9193882","Culvert","box Culvert"
"Z5701","7.896","LRP008e","25.9545278","88.9220271","Culvert","Culvert"
"Z5701","7.957","LRP008f","25.9546389","88.9225827","Culvert","Slab Culvert"
"Z5701","8.025","LRP009","25.9547778","88.9232216","KmPost","Tangonmary 6 KM"
"Z5701","8.593","LRP009a","25.9559722","88.9277493","Bridge","Baily Bridge Start"
"Z5701","8.63","LRP009b","25.95575","88.9279993","Bridge","Baily Bridge End"
"Z5701","9.03","LRP010","25.95725","88.9309716","KmPost","Jaldhaka 15 KM"
"Z5701","9.414","LRP010a","25.9576667","88.9345552","Culvert","Pipe Culvert"
"Z5701","9.545","LRP010b","25.9574444","88.9358608","Bridge","Start Of Bridge"
"Z5701","9.56","LRP010c","25.9574167","88.9359997","Bridge","End Of Bridge"
"Z5701","10.04","LRP011","25.9569167","88.940833","KmPost","Jaldhaka 14 KM"
"Z5701","10.312","LRP011a","25.9568056","88.9434441","Culvert","Pipe Culvert"
"Z5701","10.4","LRP011b","25.9568333","88.9452219","Culvert","Pipe Culvert"
"Z5701","11.04","LRP012","25.9566389","88.9506944","KmPost","Jaldhaka 13"
"Z5701","11.416","LRP012a","25.9569167","88.9543611","Culvert","Box Culvert"
"Z5701","12.04","LRP013","25.9592778","88.9596389","KmPost","Jaldhaka 12 km"
"Z5701","12.402","LRP013a","25.9611111","88.9624722","Bridge","Baily Bridge Start"
"Z5701","12.492","LRP013b","25.9615833","88.9633611","Bridge","Baily Bridge End"
"Z5701","12.556","LRP013c","25.9618056","88.96375","Culvert","Culvert"
"Z5701","13.04","LRP014","25.9653889","88.9666389","KmPost","Jaldhaka 11 km"
"Z5701","13.519","LRP014a","25.9680549","88.9696382","SideRoad,Left","Z5022"
"Z5701","13.738","LRP014b","25.9700549","88.969416","Culvert","Culvert"
"Z5701","14.32","LRP015","25.9755549","88.9689716","KmPost","Info missing"
"Z5701","14.586","LRP015a","25.9775549","88.9691104","Culvert","Culvert"
"Z5701","15.32","LRP016","25.9818882","88.969166","KmPost","Km Post Missing"
"Z5701","15.812","LRP016a","25.9879441","88.971666","Bridge","Start  Of Bridge"
"Z5701","15.823","LRP016b","25.9880274","88.9717493","Bridge","End Of Bridge"
"Z5701","16.28","LRP016c","25.9913052","88.9745827","Culvert","Culvert"
"Z5701","16.32","LRP017","25.9893608","88.9728882","KmPost","Km Post Missing"
"Z5701","17.32","LRP018","25.9893608","88.9728882","KmPost","Km Post Missing"
"Z5701","17.428","LRP018a","25.9985274","88.982666","Culvert","Culvert UC"
"Z5701","18.028","LRP018b","26.0008333","88.9880552","Bridge","Start of bridge"
"Z5701","18.06","LRP018c","26.0009444","88.9882219","Bridge","End of Bridge"
"Z5701","18.32","LRP019","26.0023611","88.9906386","KmPost","Info missing"
"Z5701","18.93","LRP019a","26.0054167","88.9957497","Culvert","Box Culvert"
"Z5701","19.57","LRP020","26.00825","89.0013333","KmPost","Info Missing"
"Z5701","19.661","LRP020a","26.0086667","89.0021111","Bridge","Start Of Bridge R C C"
"Z5701","19.748","LRP020b","26.0090278","89.0028611","Bridge","End Of Bridge R C C"
"Z5701","20.149","LRP020c","26.0108056","89.0063056","Bridge","Start Of Bridge R C C"
"Z5701","20.159","LRP020d","26.0108611","89.0064167","Bridge","End Of Bridge R C C"
"Z5701","20.57","LRP021","26.0129167","89.0104167","KmPost","Km Post Missing"
"Z5701","21.02","LRPE","26.0138333","89.0124167","Others","End at Jaldhaka in front of Petrol Pump and intersect with R560"
"Z5703","0","LRPS","26.0197216","89.0165833","Others","Start from R560 traffic more Jaldhaka."
"Z5703","1.02","LRP001","26.0267216","89.0106389","KmPost","Km post broken"
"Z5703","1.106","LRP001a","26.0273327","89.0101667","Bridge","Start of bridge"
"Z5703","1.136","LRP001b","26.0275549","89.01","Bridge","End of bridge"
"Z5703","2.02","LRP002","26.0325549","89.0035278","KmPost","Km post missing"
"Z5703","2.786","LRP002a","26.0373608","88.9989719","Culvert","Box culvert"
"Z5703","3.02","LRP003","26.039583","89.9971386","KmPost","Information missing"
"Z5703","3.19","LRP003a","26.0399719","88.9969441","Bridge","Start of bridge(Sluice gate)"
"Z5703","3.224","LRP003b","26.0399997","88.9964997","Bridge","End of bridge"
"Z5703","3.282","LRP003c","26.0402774","88.9961663","Bridge","Start of bridge (Sluice gate)"
"Z5703","3.301","LRP003d","26.0404441","88.996083","Bridge","End of bridge"
"Z5703","4.02","LRP004","26.0448608","88.9921941","KmPost","Km post missing"
"Z5703","4.184","LRP004a","26.0463052","88.9921108","Culvert","Box culvert"
"Z5703","5.17","LRP005","26.0518056","88.9848052","KmPost","Information missing"
"Z5703","5.285","LRP005a","26.0523889","88.9838608","Culvert","Box culvert"
"Z5703","6.03","LRP005b","26.0563333","88.9776382","Culvert","Pipe culvert"
"Z5703","6.17","LRP006","26.0570278","88.9765271","KmPost","Information missing"
"Z5703","6.51","LRP006a","26.0586111","88.9739438","Culvert","Box culvert"
"Z5703","7.16","LRP007","26.0615556","88.968166","KmPost","Information missing"
"Z5703","7.628","LRP007a","26.0632222","88.9642222","Culvert","Box culvert"
"Z5703","8.16","LRP008","26.0674716","88.9611667","KmPost","Km post missing"
"Z5703","8.242","LRP008a","26.0678049","88.9609167","Culvert","Pipe culvert"
"Z5703","9.16","LRP009","26.0736382","88.9556111","KmPost","Km post missing"
"Z5703","9.19","LRP009a","26.0743327","88.9548056","Bridge","Start of bridge"
"Z5703","9.21","LRP009b","26.0743882","88.9546111","Bridge","End of bridge"
"Z5703","9.305","LRP009c","26.0749716","88.9539444","Culvert","Masonry culvert"
"Z5703","10.16","LRP010","26.0800827","88.9478886","KmPost","Km post missing"
"Z5703","11.16","LRP011","26.0852219","88.9400274","KmPost","Km post missing"
"Z5703","11.522","LRP011a","26.0870274","88.9364997","Culvert","Box culvert"
"Z5703","12.29","LRP011b","26.0919997","88.9309993","SideRoad,Left","Left domar Z5704"
"Z5703","12.3","LRP012","26.0922219","88.930916","KmPost","Tunirhat 17 km"
"Z5703","13.66","LRP013","26.0981108","88.930416","KmPost","Tunirhat 16 km"
"Z5703","14.24","LRP013a","26.0981663","88.9393052","Culvert","Masonry culvert"
"Z5703","14.36","LRP014","26.0990552","88.9397774","KmPost","Tunirhat 15 km"
"Z5703","14.72","LRP014a","26.1025556","88.9412219","Bridge","Start of bridge (Sluice gate)"
"Z5703","14.88","LRP014b","26.1033333","88.941583","Bridge","End of bridge"
"Z5703","15.36","LRP015","26.1074444","88.9432497","KmPost","Tunirhat 14 km"
"Z5703","15.56","LRP015a","26.109","88.9435274","Culvert","Sluice Gate"
"Z5703","16.4","LRP016","26.1117778","88.937083","KmPost","Tunirhat 13 km"
"Z5703","17.34","LRP017","26.117916","88.9312216","KmPost","Tunirhat 12 km"
"Z5703","18.35","LRP018","26.1232771","88.9271382","KmPost","Tunirhat 11 km"
"Z5703","19.3","LRP019","26.1316938","88.9279716","KmPost","Tunirhat 10 km"
"Z5703","20.35","LRP020","26.1417497","88.9277216","KmPost","Tunirhat 09 km"
"Z5703","20.51","LRP020a","26.1423886","88.9276382","Turnoff,Left","Turn off left"
"Z5703","20.79","LRP020b","26.1439997","88.9254993","Culvert","Box culvert"
"Z5703","21.21","LRP020c","26.1466941","88.9224438","Culvert","Box culvert"
"Z5703","21.4","LRP021","26.1477774","88.9210827","KmPost","Tunirhat 8 km"
"Z5703","21.63","LRP021a","26.1499441","88.9201382","SideRoad,Left","Left Domar (Z5054)"
"Z5703","21.89","LRP021b","26.1515556","88.9205549","Monument","Monument"
"Z5703","22.53","LRP022","26.15675","88.9194716","KmPost","Infor.missing"
"Z5703","23.46","LRP023","26.1640833","88.9211938","KmPost","Tunirhat 6 km"
"Z5703","24.65","LRP024","26.1745271","88.9231104","KmPost","Tunirhat 5 km"
"Z5703","24.84","LRP024a","26.1762493","88.9228327","Culvert","Box culvert"
"Z5703","25.43","LRP025","26.1813882","88.9229716","KmPost","Tunirhat 4 km"
"Z5703","26.48","LRP026","26.1908052","88.9235827","KmPost","Tunirhat 3 km"
"Z5703","27.24","LRP026a","26.1974719","88.922916","Turnoff,Right","Turn off right"
"Z5703","27.29","LRP027","26.1981108","88.923166","KmPost","Tunirhat 2 km"
"Z5703","28.2","LRP028","26.205","88.9273049","KmPost","Tunirhat 1 km"
"Z5703","28.45","LRP028a","26.2069167","88.9286382","Culvert","Box Culvert"
"Z5703","28.86","LRPE","26.2099167","88.9310549","Others","End at Tunirhat near Primary School"
"Z5704","0","LRPS","26.1041667","88.8589722","Others","Start from Z5706 at Boragairhat, Puler more, Domar."
"Z5704","0.64","LRP001","26.1048889","88.8648889","KmPost","Dimla 17 km"
"Z5704","1.5","LRP001a","26.1036389","88.8732493","Bridge","Bridge start"
"Z5704","1.53","LRP001b","26.1036389","88.8734438","Bridge","Bridge end"
"Z5704","1.64","LRP002","26.1036389","88.8743604","KmPost","Km post missing"
"Z5704","2.65","LRP003","26.1044167","88.8845552","KmPost","Jaldhaka 17 km"
"Z5704","3.07","LRP003a","26.1051944","88.8886386","Culvert","Box Culvert"
"Z5704","3.65","LRP004","26.10675","88.8939997","KmPost","Km post missing"
"Z5704","4","LRP004a","26.1071111","88.8949719","Culvert","Box Culvert"
"Z5704","4.78","LRP005","26.1047778","88.9041389","KmPost","Info missing"
"Z5704","5.78","LRP006","26.1015833","88.9132222","KmPost","Km post missing"
"Z5704","6.23","LRP006a","26.0986108","88.9167216","Culvert","Box Culvert"
"Z5704","6.47","LRP006b","26.0977497","88.9186382","Culvert","Box Culvert"
"Z5704","6.76","LRP007","26.0967219","88.921416","KmPost","Dimla 11 km"
"Z5704","7.77","LRP008","26.0923886","88.9300549","KmPost","Jaldhaka 10 km"
"Z5704","7.89","LRPE","26.0919719","88.9309438","Others","Road End Intersection Z5703 Bhadur dargha. Jaldhaka."
"Z5706","0","LRPS","26.1059444","88.8273327","Others","Start from domar and intersection Z5707 and Z5003"
"Z5706","0.96","LRP001","26.1043611","88.8367497","KmPost","Information missing"
"Z5706","0.99","LRP001a","26.1043333","88.8370552","Culvert","Masonry culvert"
"Z5706","1.96","LRP002","26.10275","88.846583","KmPost","Information missing"
"Z5706","2.18","LRP002a","26.1023056","88.8489163","Culvert","Box culvert"
"Z5706","2.96","LRP003","26.10175","88.8564722","KmPost","Km post missing"
"Z5706","3.302","LRP003a","26.1034722","88.8582778","Bridge","P.C Girder bridge start"
"Z5706","3.388","LRP003b","26.1040278","88.8588611","Bridge","P.C Girder bridge end"
"Z5706","3.4","LRP003c","26.1041389","88.8589444","SideRoad,Right","Turn off left (Right Z5704)"
"Z5706","3.77","LRP003d","26.1068333","88.8567778","SideRoad,Right","Right Z5054 (Dimla)"
"Z5706","3.83","LRP003e","26.1067778","88.8562778","Culvert","Masonry culvert"
"Z5706","3.96","LRP004","26.1075278","88.8546111","KmPost","Km post missing"
"Z5706","4.012","LRP004a","26.1076389","88.8546111","Culvert","Cross drain"
"Z5706","4.08","LRP004b","26.1080833","88.8547778","Culvert","Cross drain"
"Z5706","4.2","LRP004c","26.1091944","88.8548333","Culvert","Cross drain"
"Z5706","4.96","LRP005","26.11625","88.85475","KmPost","Km post missing"
"Z5706","5.44","LRP005a","26.1200271","88.8552222","Culvert","Pipe drain"
"Z5706","5.96","LRP006","26.1249716","88.8546389","KmPost","Km post missing"
"Z5706","6.68","LRP006a","26.1309438","88.8544167","Bridge","Start of bridge"
"Z5706","6.696","LRP006b","26.1311382","88.8543611","Bridge","End of bridge"
"Z5706","7.33","LRP007","26.136833","88.8541111","KmPost","Chilahati 18 km"
"Z5706","8.07","LRP007a","26.143583","88.8539722","Bridge","Start of bridge"
"Z5706","8.085","LRP007b","26.1437219","88.8539722","Bridge","End of bridge"
"Z5706","8.33","LRP008","26.145833","88.8539444","KmPost","Km post missing"
"Z5706","9.35","LRP009","26.1548056","88.8534444","KmPost","Information missing"
"Z5706","10.35","LRP010","26.1638333","88.8540556","KmPost","Km post missing"
"Z5706","10.46","LRP010a","26.1647222","88.8541111","Culvert","Box culvert"
"Z5706","10.955","LRP010b","26.1691382","88.8543056","Culvert","Masonry culvert"
"Z5706","11.35","LRP011","26.1725827","88.8540278","KmPost","Information missing"
"Z5706","12.255","LRP011a","26.179416","88.8506111","Culvert","Box culvert"
"Z5706","12.35","LRP012","26.1806382","88.8509167","KmPost","Km post missing"
"Z5706","12.68","LRP012a","26.1828882","88.8505556","Culvert","Pipe culvert"
"Z5706","13.052","LRP012b","26.1863886","88.8495274","Culvert","Pipe culvet"
"Z5706","13.35","LRP013","26.1889997","88.8494163","KmPost","Information missing"
"Z5706","14.35","LRP014","26.1961108","88.852","KmPost","Km post missing"
"Z5706","14.36","LRP014a","26.1961108","88.852","Turnoff,Left","Turn off left"
"Z5706","14.685","LRP014b","26.1974719","88.8491386","Bridge","Start of bridge"
"Z5706","14.735","LRP014c","26.1976941","88.8486663","Bridge","End of bridge"
"Z5706","15.37","LRP015","26.2016389","88.8451386","KmPost","Chilahati 10 km"
"Z5706","16.02","LRP015a","26.2065","88.8424441","Culvert","Pipe culvert"
"Z5706","16.262","LRP015b","26.2084444","88.8416108","Culvert","Pipe culvert"
"Z5706","16.37","LRP016","26.20925","88.8404441","KmPost","Km post missing"
"Z5706","17.045","LRP016a","26.2119722","88.8358052","Culvert","Box culvert"
"Z5706","17.57","LRP017","26.2141389","88.8316382","KmPost","Chilahati 08 km"
"Z5706","18.57","LRP018","26.2203604","88.8273604","KmPost","Km post missing"
"Z5706","19.235","LRP018a","26.220916","88.8209716","Culvert","Pipe culvert"
"Z5706","19.42","LRP019","26.2212771","88.8191104","KmPost","Km post broken"
"Z5706","20.15","LRP019a","26.2265549","88.8181382","Bridge","Start of bridge"
"Z5706","20.18","LRP019b","26.2268604","88.818166","Bridge","End of bridge"
"Z5706","20.39","LRP019c","26.2286382","88.8182771","Culvert","Slab culvert"
"Z5706","20.42","LRP020","26.2295827","88.8181382","KmPost","Km post missing"
"Z5706","20.62","LRP020a","26.2306938","88.8174716","Culvert","Cross drain"
"Z5706","20.98","LRP020b","26.2337497","88.8165556","Culvert","Pipe culvert"
"Z5706","21.42","LRP021","26.2385274","88.81575","KmPost","Information missing"
"Z5706","22.118","LRP021a","26.2423052","88.8109444","Culvert","Box culvert"
"Z5706","22.42","LRP022","26.2450552","88.8085","KmPost","Km post missing"
"Z5706","22.47","LRP022a","26.2456663","88.8069444","Culvert","R.C.C  culvert"
"Z5706","22.56","LRP022b","26.245583","88.8068611","Culvert","Box culvert"
"Z5706","22.88","LRP022c","26.2461386","88.8036111","Culvert","Cross drain"
"Z5706","23.025","LRP022d","26.2461386","88.8023056","Culvert","Box culvert"
"Z5706","23.19","LRP023","26.2459997","88.80075","KmPost","Information missing"
"Z5706","23.643","LRP023a","26.2454719","88.7961108","RailRoadCrossing","Rail road crossing"
"Z5706","24.19","LRP024","26.2452774","88.7903052","KmPost","Km post missing"
"Z5706","24.445","LRP024a","26.2451386","88.7881941","Culvert","Slab culvert"
"Z5706","24.795","LRP024b","26.2455274","88.7944163","Culvert","Chilahati bazar"
"Z5706","25.19","LRP025","26.2446941","88.7803604","KmPost","Km post missing"
"Z5706","26.18","LRP025a","26.2458886","88.7710271","Culvert","Box culvert"
"Z5706","26.19","LRP026","26.2446941","88.7803604","KmPost","Km post missing"
"Z5706","26.661","LRP026a","26.2463608","88.7664167","Culvert","Baily bridge start"
"Z5706","26.682","LRP026b","26.2462774","88.7662778","Culvert","Baily bridge end"
"Z5706","27.19","LRP027","26.2463052","88.7604167","KmPost","Km post missing"
"Z5706","27.362","LRP027a","26.2464719","88.7595","Culvert","Box culvert"
"Z5706","28.19","LRP028","26.2488052","88.7515278","KmPost","Km post missing"
"Z5706","28.21","LRP028a","26.2486663","88.7514722","Bridge","Start of bridge"
